topic,title,dialogue_line
hotel,. Storing Luggage for a Few Hours,5.
hotel,. Storing Luggage for a Few Hours,I'll be checking out of the hotel in about 30 minutes.
hotel,. Storing Luggage for a Few Hours,"Thirty minutes or 30 seconds, sir, it doesn't matter, I'm ready for you."
hotel,. Storing Luggage for a Few Hours,"Great! As you know, however, the day in New York has hardly begun."
hotel,. Storing Luggage for a Few Hours,"There's nothing like getting an early start, sir."
hotel,. Storing Luggage for a Few Hours,What can I do with my baggage while I visit a few more tourist spots?
hotel,. Storing Luggage for a Few Hours,"You can leave your baggage in our storage space, with a deposit."
hotel,. Storing Luggage for a Few Hours,Isn't my baggage enough of a deposit?
hotel,. Storing Luggage for a Few Hours,"I wish it was, but it isn't. They will still want a credit card."
hotel,. Storing Luggage for a Few Hours,"It's always something, isn't it? Let me think about this for a second."
hotel,. Storing Luggage for a Few Hours,"Don't forget that you have very little time, sir, before you have to check out."
hotel,. To Hold a Parcel for Pick-up,I'd like to leave a parcel for one of my friends. Is that okay?
hotel,. To Hold a Parcel for Pick-up,"All I need is your name, the name of your friend, and the time of pick-up."
hotel,. To Hold a Parcel for Pick-up,All of that's on the package. Can I just bring it down to your desk?
hotel,. To Hold a Parcel for Pick-up,That would be most convenient for me. Thanks for your consideration!
hotel,. To Hold a Parcel for Pick-up,I want to leave a parcel for a friend to pick up. Can I do that?
hotel,. To Hold a Parcel for Pick-up,"Just tell me your name, your friend's name, and when your friend is coming by."
hotel,. To Hold a Parcel for Pick-up,I'll put all that information on the package and just bring it down to you. Is that okay?
hotel,. To Hold a Parcel for Pick-up,"That sounds great, sir. Thank you."
hotel,. To Hold a Parcel for Pick-up,Can I leave a parcel with you for one of my friends to pick up later?
hotel,. To Hold a Parcel for Pick-up,"I just need your name and your friend's name. Also, tell me when he is coming by."
hotel,. To Hold a Parcel for Pick-up,How about if I write all that on the package and then bring it down to you?
hotel,. To Hold a Parcel for Pick-up,Perfect. Thank you for doing that.
hotel,. To Hold a Parcel for Pick-up,4.
hotel,. To Hold a Parcel for Pick-up,I've got a parcel here that a friend is going to pick up. Can I leave it with you?
hotel,. To Hold a Parcel for Pick-up,"No problem. Just tell me your name, his name, and when he's coming by."
hotel,. To Hold a Parcel for Pick-up,I'll just write all that info on the parcel itself and then bring it to you.
hotel,. To Hold a Parcel for Pick-up,"Sir, you make my work too easy. Thank you."
hotel,. To Hold a Parcel for Pick-up,5.
hotel,. To Hold a Parcel for Pick-up,A friend is picking up a parcel. Can I leave the parcel with you?
hotel,. To Hold a Parcel for Pick-up,"By all means, sir. Just give me your name, his name, and when he will be coming by."
hotel,. To Hold a Parcel for Pick-up,"I can put all of that right on the package and then bring it down to you, if that's okay."
hotel,. To Hold a Parcel for Pick-up,"Well, thank you for doing that, sir. I wish all guests were like you."
hotel,. Calling to Cancel a Reservation,I'm calling to cancel a reservation I made earlier in the week.
hotel,. Calling to Cancel a Reservation,"To cancel your reservation, I need your name, phone number, and date of trip, please."
hotel,. Calling to Cancel a Reservation,"Rudy Randolph, 818-555-1234. My reservation begins on the second Monday of April."
hotel,. Calling to Cancel a Reservation,"I see your reservation on my computer. Let me just cancel it, and you'll be all set!"
hotel,. Calling to Cancel a Reservation,Thanks. I'll call again when things get better at home.
hotel,. Calling to Cancel a Reservation,You're welcome.
hotel,. Calling to Cancel a Reservation,I need to cancel my reservation. I have personal matters that need fixing.
hotel,. Calling to Cancel a Reservation,"That's not a problem. Just give me your name, phone number, and date of visit."
hotel,. Calling to Cancel a Reservation,"Rudy Randolph, 818-555-1234, April 9 through 15."
hotel,. Calling to Cancel a Reservation,"I see your info here on the screen. I'll hit just one button, sir, and you're cancelled."
hotel,. Calling to Cancel a Reservation,Thank you. I'm glad that wasn't too much of a bother.
hotel,. Calling to Cancel a Reservation,It's a pleasure.
hotel,. Calling to Cancel a Reservation,"I made a reservation earlier this week, but I have to cancel it."
hotel,. Calling to Cancel a Reservation,"No problem, sir. Just tell me your name, phone number, and date of reservation."
hotel,. Calling to Cancel a Reservation,"Great! I'm Rudy Randolph, 818-555-1234, and my reservation was for April 9 to 15."
hotel,. Calling to Cancel a Reservation,"Sir, let me hit the delete button, and your reservation will be cancelled."
hotel,. Calling to Cancel a Reservation,That was nice and fast. Thanks.
hotel,. Calling to Cancel a Reservation,Not at all.
hotel,. Calling to Cancel a Reservation,4.
hotel,. Calling to Cancel a Reservation,"I hate to do this, but I've got to cancel a reservation I made earlier this week."
hotel,. Calling to Cancel a Reservation,"All I need is your name, phone, and reservation date."
hotel,. Calling to Cancel a Reservation,My name is Rudy Randolph. I'm at 818-555-1234. The reservation was for April 9.
hotel,. Calling to Cancel a Reservation,"Randolph, Rudy. Let me hit one button, sir, and now your reservation is cancelled."
hotel,. Calling to Cancel a Reservation,Thank you. I'll make another reservation as soon as I can.
hotel,. Calling to Cancel a Reservation,It's been my pleasure to help you.
hotel,. Calling to Cancel a Reservation,5.
hotel,. Calling to Cancel a Reservation,"My wife is sick, so I have to cancel a reservation I made."
hotel,. Calling to Cancel a Reservation,"If you'll just give me your name, phone, and date of visit, I can cancel your reservation."
hotel,. Calling to Cancel a Reservation,"I'm Rudy Randolph at 818-555-1234, April ninth to the fifteenth."
hotel,. Calling to Cancel a Reservation,"Mr. Randolph. Okay, one second, sir, and there you go. Your reservation is now cancelled."
hotel,. Calling to Cancel a Reservation,"I wish everything in life was so simple, thank you."
hotel,. Calling to Cancel a Reservation,"Not a problem, sir. Please remember us in the future."
buyhouse,First Meeting with a Realtor,I am interested in buying a house and need some information.
buyhouse,First Meeting with a Realtor,"Yes, of course. What area are you interested in?"
buyhouse,First Meeting with a Realtor,I am interested in Pasadena or Arcadia.
buyhouse,First Meeting with a Realtor,What size house would you like?
buyhouse,First Meeting with a Realtor,We need a medium-sized house with at least 3 bedrooms and 2 bathrooms.
buyhouse,First Meeting with a Realtor,Are you interested in being in a particular school district?
buyhouse,First Meeting with a Realtor,"Yes, we want to stay in the ABC School District."
buyhouse,First Meeting with a Realtor,Would you like a home near the lake or would you prefer a view?
buyhouse,First Meeting with a Realtor,I would love to have a home with a view.
buyhouse,First Meeting with a Realtor,"Fine, I will begin a search for the perfect home for you. I will call you in a few days."
buyhouse,First Meeting with a Realtor,I would like to discuss purchasing a home with you.
buyhouse,First Meeting with a Realtor,I can help you. What location are you looking for?
buyhouse,First Meeting with a Realtor,I would like to live in Pasadena or Arcadia.
buyhouse,First Meeting with a Realtor,Have you thought about what your needs are in terms of size?
buyhouse,First Meeting with a Realtor,We would like a smaller cozy cottage with 2 bedrooms and 1 bathroom.
buyhouse,First Meeting with a Realtor,Is living in a particular school district important to you?
buyhouse,First Meeting with a Realtor,"No, we don't really care because they are all pretty good around here."
buyhouse,First Meeting with a Realtor,"Are you interested in purchasing on the lake, or would you like a home with a view?"
buyhouse,First Meeting with a Realtor,We really want to live in a lakeside home with a dock for our boat.
buyhouse,First Meeting with a Realtor,"Now that I have an idea of what you want, I can begin my search."
buyhouse,First Meeting with a Realtor,I have been thinking of buying a house and would like to speak with you.
buyhouse,First Meeting with a Realtor,I have time to speak with you. Where would you like to purchase your house?
buyhouse,First Meeting with a Realtor,"I am most interested in Pasadena or Arcadia, but would be open to other suggestions."
buyhouse,First Meeting with a Realtor,How many bedrooms and bathrooms do you need?
buyhouse,First Meeting with a Realtor,We have several generations of family living in our household and so need a very large home.
buyhouse,First Meeting with a Realtor,Do you need to be located in a particular school district?
buyhouse,First Meeting with a Realtor,"It doesn't matter, as we do not have any children."
buyhouse,First Meeting with a Realtor,"Is a view important to you, or would you rather be located on a lakeshore lot?"
buyhouse,First Meeting with a Realtor,"In a perfect world, we would like a home with a view of the lake."
buyhouse,First Meeting with a Realtor,Thank you for all of the information. I will help you find the perfect house for you.
buyhouse,Pre-Qualifying for a Loan,I need to see if I qualify for a home loan.
buyhouse,Pre-Qualifying for a Loan,I can help you. How much money do you make per year?
buyhouse,Pre-Qualifying for a Loan,I make around one hundred thousand dollars per year.
buyhouse,Pre-Qualifying for a Loan,How long have you been on your current job?
buyhouse,Pre-Qualifying for a Loan,"I have only worked at this job for 6 months, but I have a longer job history elsewhere."
buyhouse,Pre-Qualifying for a Loan,Do you have any other outside income from rental property or a trust?
buyhouse,Pre-Qualifying for a Loan,"No, I only receive my salary."
buyhouse,Pre-Qualifying for a Loan,Do you know your credit score?
buyhouse,Pre-Qualifying for a Loan,I think that it is around 600.
buyhouse,Pre-Qualifying for a Loan,"By crunching the numbers and putting in your expenses, I estimate that you can afford a house of around five hundred thousand dollars."
buyhouse,Pre-Qualifying for a Loan,I am trying to see if I can afford to purchase a home that I wish to buy.
buyhouse,Pre-Qualifying for a Loan,We can figure that out right now. How much do you earn annually?
buyhouse,Pre-Qualifying for a Loan,My wife and I earned one hundred and fifty thousand dollars last year.
buyhouse,Pre-Qualifying for a Loan,How many years have you held your current position?
buyhouse,Pre-Qualifying for a Loan,I have been at my current job for 10 years.
buyhouse,Pre-Qualifying for a Loan,Is there any extra income that you receive other than salary?
buyhouse,Pre-Qualifying for a Loan,I collect one thousand dollars a month from a rental property.
buyhouse,Pre-Qualifying for a Loan,Have you ever figured out your credit score?
buyhouse,Pre-Qualifying for a Loan,I try not to think about it!
buyhouse,Pre-Qualifying for a Loan,"Adding in your expenses, I calculate that you can spend three hundred thousand on a house."
buyhouse,Pre-Qualifying for a Loan,"I want to go house shopping, and I want to know what I can afford to buy."
buyhouse,Pre-Qualifying for a Loan,There is a formula that can help us figure that out. What is your annual salary?
buyhouse,Pre-Qualifying for a Loan,I earn sixty-five thousand dollars per year.
buyhouse,Pre-Qualifying for a Loan,What is the length of time that you have worked at the job you have now?
buyhouse,Pre-Qualifying for a Loan,"I have been at the job I now have for 2 years, and I have been with the company for 6 years total."
buyhouse,Pre-Qualifying for a Loan,Do you receive any other income?
buyhouse,Pre-Qualifying for a Loan,"I own a small rental unit with a partner, and I receive five hundred dollars a month from that unit."
buyhouse,Pre-Qualifying for a Loan,Do you know what your credit score is?
buyhouse,Pre-Qualifying for a Loan,"I don't know, but the last time I checked, it was very good!"
buyhouse,Pre-Qualifying for a Loan,"You are in good shape. Figuring in your other expenses, you can easily afford a house costing seven hundred thousand or maybe even a little more!"
buyhouse,Setting up an Appointment to View Houses,I would like to make an appointment to look at houses.
buyhouse,Setting up an Appointment to View Houses,"Sure, would you prefer looking in the morning or afternoon?"
buyhouse,Setting up an Appointment to View Houses,I would prefer mornings.
buyhouse,Setting up an Appointment to View Houses,"Can you go during the week, or can you only go during the weekend?"
buyhouse,Setting up an Appointment to View Houses,Going to look at houses during the week is best for me.
buyhouse,Setting up an Appointment to View Houses,Where would you like me to pick you up?
buyhouse,Setting up an Appointment to View Houses,I will meet you at the real estate office.
buyhouse,Setting up an Appointment to View Houses,"I am thinking of looking at three houses, and it will take about two hours."
buyhouse,Setting up an Appointment to View Houses,That sounds good to me.
buyhouse,Setting up an Appointment to View Houses,"Once I contact the owners and confirm the times, I will e-mail you a schedule."
buyhouse,Setting up an Appointment to View Houses,I would like to pick a time to look at houses with you.
buyhouse,Setting up an Appointment to View Houses,Would mornings or afternoons be best for you?
buyhouse,Setting up an Appointment to View Houses,It is easier for me to take off work in the afternoon.
buyhouse,Setting up an Appointment to View Houses,It is best if we can go during the week; does that work for you?
buyhouse,Setting up an Appointment to View Houses,"Because of work, I can only go look at houses on the weekend."
buyhouse,Setting up an Appointment to View Houses,"Would you like to meet at the real estate office, or should I pick you up at home?"
buyhouse,Setting up an Appointment to View Houses,"If you could pick me up at home, that would be great."
buyhouse,Setting up an Appointment to View Houses,We could spend most of the day looking at houses to see all that we have to see.
buyhouse,Setting up an Appointment to View Houses,"That might be a little too much, but we'll see how it goes."
buyhouse,Setting up an Appointment to View Houses,I will fax you a schedule as soon as I contact the owners to confirm the times.
buyhouse,Setting up an Appointment to View Houses,Can we choose a time to look at houses together?
buyhouse,Setting up an Appointment to View Houses,"Can you do that in the mornings, or would the afternoons be best?"
buyhouse,Setting up an Appointment to View Houses,Either way is good for me.
buyhouse,Setting up an Appointment to View Houses,There are a number of open houses this weekend in your area. Would that okay with you?
buyhouse,Setting up an Appointment to View Houses,"I can take a little time off work, or I can go on a weekend, also."
buyhouse,Setting up an Appointment to View Houses,"We could meet at the real estate office, or I could pick you up at your home."
buyhouse,Setting up an Appointment to View Houses,"I am leaving from work, so maybe I could just meet you at the first house that we will look at."
buyhouse,Setting up an Appointment to View Houses,I can think of five houses that we should look at. It will take most of the day.
buyhouse,Setting up an Appointment to View Houses,I would like to see as many as possible.
buyhouse,Setting up an Appointment to View Houses,"When I have confirmed the times with the owners, I will e-mail you our plans for the day."
buyhouse,4. Viewing Houses with a Realtor,I really like the way this house looks.
buyhouse,4. Viewing Houses with a Realtor,"Yes, it has great curb appeal."
buyhouse,4. Viewing Houses with a Realtor,The landscaping is wonderful!
buyhouse,4. Viewing Houses with a Realtor,"Yes, it is nice, but wait until you see the interior."
buyhouse,4. Viewing Houses with a Realtor,I see what you mean!
buyhouse,4. Viewing Houses with a Realtor,"The carpeting and paint are all new, as well as the window treatments."
buyhouse,4. Viewing Houses with a Realtor,I love the sage green carpeting with the sunset-colored walls.
buyhouse,4. Viewing Houses with a Realtor,Come and see the kitchen.
buyhouse,4. Viewing Houses with a Realtor,Look at that beautiful countertop material and the double sink!
buyhouse,4. Viewing Houses with a Realtor,Let's go check out the bedroom and bathroom.
buyhouse,4. Viewing Houses with a Realtor,I really like the Jacuzzi bathtub in the bathroom.
buyhouse,4. Viewing Houses with a Realtor,I am happy that you like the house. We should write down what we like so that we can remember it.
buyhouse,4. Viewing Houses with a Realtor,I have a good feeling about this house.
buyhouse,4. Viewing Houses with a Realtor,"Yes, I liked it the first moment I pulled up to it."
buyhouse,4. Viewing Houses with a Realtor,I love the paint job!
buyhouse,4. Viewing Houses with a Realtor,"If you like the outside, you are going to really love the inside."
buyhouse,4. Viewing Houses with a Realtor,What a beautiful home!
buyhouse,4. Viewing Houses with a Realtor,"You'll notice that the window treatments, carpeting, and drapes are all new."
buyhouse,4. Viewing Houses with a Realtor,I like the way the blinds give you privacy from the street.
buyhouse,4. Viewing Houses with a Realtor,Follow me into the kitchen. You will love it.
buyhouse,4. Viewing Houses with a Realtor,I love that they put a wine storage area in the kitchen.
buyhouse,4. Viewing Houses with a Realtor,The best part is the bedroom and attached bathroom.
buyhouse,4. Viewing Houses with a Realtor,I love the relaxing colors in the tile and floor covering!
buyhouse,4. Viewing Houses with a Realtor,Let's take a few pictures so that we can remember what we like about this house.
buyhouse,4. Viewing Houses with a Realtor,This looks like a very nice house.
buyhouse,4. Viewing Houses with a Realtor,"You know, I fell in love with this house the first moment I laid eyes on it."
buyhouse,4. Viewing Houses with a Realtor,The style of the exterior is just what I've been looking for!
buyhouse,4. Viewing Houses with a Realtor,The exterior is only half of the story. The interior is incredible.
buyhouse,4. Viewing Houses with a Realtor,This home is gorgeous on the inside!
buyhouse,4. Viewing Houses with a Realtor,"Everything that you see on the walls, floors, and windows is brand new."
buyhouse,4. Viewing Houses with a Realtor,The wall colors totally suit the style of this house.
buyhouse,4. Viewing Houses with a Realtor,Straight ahead is the gourmet kitchen.
buyhouse,4. Viewing Houses with a Realtor,I love the bamboo flooring and granite countertops.
buyhouse,4. Viewing Houses with a Realtor,The master suite is the best. Let's go look at that next.
buyhouse,4. Viewing Houses with a Realtor,"There is plenty of room for our king-sized bed, and I love the light in this room."
buyhouse,4. Viewing Houses with a Realtor,"I know that you like this house, but let's take a look at the others before you make up your mind."
buyhouse,5. Not Liking the Houses,I am not sure I even want to look at this house!
buyhouse,5. Not Liking the Houses,It is a bit of a fixer-upper. Let's take a look inside.
buyhouse,5. Not Liking the Houses,It doesn't look much better inside this place.
buyhouse,5. Not Liking the Houses,"You know, with a little elbow grease and paint, you could spruce it up a bit."
buyhouse,5. Not Liking the Houses,"There are hardly any windows in here, and that makes it really gloomy."
buyhouse,5. Not Liking the Houses,Let's go check out the kitchen. The printout says that it is quite large.
buyhouse,5. Not Liking the Houses,Look at those broken tile countertops and the peeling wallpaper.
buyhouse,5. Not Liking the Houses,"Maybe the master suite has some redeeming qualities. Follow me, please."
buyhouse,5. Not Liking the Houses,What's that smell?
buyhouse,5. Not Liking the Houses,Perhaps we should move on to the next listing.
buyhouse,5. Not Liking the Houses,This house is not looking all that great from here
buyhouse,5. Not Liking the Houses,You can't really tell everything about a house from the outside. Let's go inside.
buyhouse,5. Not Liking the Houses,I don't think that it is looking any better inside here.
buyhouse,5. Not Liking the Houses,I think that fresh paint and cleaning would help it look a little better.
buyhouse,5. Not Liking the Houses,It is just too dark in here with so few windows.
buyhouse,5. Not Liking the Houses,I hear that the kitchen is quite large. Let's go check it out.
buyhouse,5. Not Liking the Houses,"The kitchen may be large, but it doesn't have any storage space."
buyhouse,5. Not Liking the Houses,The master suite is supposed to be quite elegant. Maybe it will be a little better.
buyhouse,5. Not Liking the Houses,How many dogs live in this house?
buyhouse,5. Not Liking the Houses,I think that we have seen all that we need to see here. Let's go look at another house.
buyhouse,5. Not Liking the Houses,"From the looks of this house from the outside, I don't really think that I want to go inside."
buyhouse,5. Not Liking the Houses,"From here, it does look like it could use a little work. Let's see what the interior looks like."
buyhouse,5. Not Liking the Houses,I am not impressed by the interior of this house.
buyhouse,5. Not Liking the Houses,Sometimes all a place needs is a little bit of cleaning and some fresh paint.
buyhouse,5. Not Liking the Houses,"With so few windows, how can you even see what the problems are?"
buyhouse,5. Not Liking the Houses,I think that we should check out the kitchen. It is listed as roomy and spacious.
buyhouse,5. Not Liking the Houses,Where are you supposed to store things without any cabinet space?
buyhouse,5. Not Liking the Houses,The picture in the listing shows a lovely master suite. I think that we should go look at it since we are here.
buyhouse,5. Not Liking the Houses,Is there a dead animal somewhere in here?
buyhouse,5. Not Liking the Houses,"Well, I think that it is pretty safe to say that this is not the house for you."
buyhouse,6. Making an Offer through a Realtor,"I would like to make an offer on this house, but I don't know much about the process."
buyhouse,6. Making an Offer through a Realtor,"As your realtor, I am here to take care of this process. How much were you planning on offering?"
buyhouse,6. Making an Offer through a Realtor,I really like the house and will pay the full asking price of three hundred and fifty thousand dollars.
buyhouse,6. Making an Offer through a Realtor,We want to leave ourselves some bargaining room. Let's offer three hundred and twenty thousand dollars.
buyhouse,6. Making an Offer through a Realtor,"That sounds good, but I don't want this house to get away from me."
buyhouse,6. Making an Offer through a Realtor,"The market is fairly down right now, so the offer is a realistic one."
buyhouse,6. Making an Offer through a Realtor,When will we know if they accept the offer?
buyhouse,6. Making an Offer through a Realtor,The owners usually respond to an offer within a few days.
buyhouse,6. Making an Offer through a Realtor,Should I be contacting my bank in the meantime?
buyhouse,6. Making an Offer through a Realtor,"You are already pre-qualified for your loan, so you are in good shape."
buyhouse,6. Making an Offer through a Realtor,I have never bought a house before and don't know how to make an offer.
buyhouse,6. Making an Offer through a Realtor,The process of actually making the offer is something that I will take care of for you. What price were you considering offering?
buyhouse,6. Making an Offer through a Realtor,I love this house and would be willing to pay the full asking price of three hundred and fifty thousand dollars.
buyhouse,6. Making an Offer through a Realtor,Let's leave some room on this offer. I think that three hundred and twenty thousand dollars is a fair offer in this housing market.
buyhouse,6. Making an Offer through a Realtor,"We could try that, but I really want this house!"
buyhouse,6. Making an Offer through a Realtor,It is common practice to offer and then have a counter-offer.
buyhouse,6. Making an Offer through a Realtor,How long will it take to find out if they are going to accept the offer?
buyhouse,6. Making an Offer through a Realtor,The sellers are usually fairly quick to respond. They want to get things moving.
buyhouse,6. Making an Offer through a Realtor,Should I tell my bank that I have made an offer?
buyhouse,6. Making an Offer through a Realtor,There really isn't anything else to do right now except wait. You are already pre-qualified for your loan.
buyhouse,6. Making an Offer through a Realtor,I have never done this before and don't know where to begin as far as making an offer on this house.
buyhouse,6. Making an Offer through a Realtor,Leave the details of making the offer up to me. What were you thinking you should offer?
buyhouse,6. Making an Offer through a Realtor,I absolutely must have this house and will pay three hundred and fifty thousand dollars or more.
buyhouse,6. Making an Offer through a Realtor,It is best to start a little low on the first bid to allow for a counter-offer. How about offering three hundred and twenty thousand dollars?
buyhouse,6. Making an Offer through a Realtor,I hope that the owners aren't insulted by that offer.
buyhouse,6. Making an Offer through a Realtor,Your offering price is not out-of-line. The owners will either take it or make a counter-offer.
buyhouse,6. Making an Offer through a Realtor,Does it usually take very long for the owners to get back to you with an acceptance?
buyhouse,6. Making an Offer through a Realtor,It usually doesn't take very long for owners to respond to an offer.
buyhouse,6. Making an Offer through a Realtor,Should I be in touch with my bank to tell them to get the loan papers ready?
buyhouse,6. Making an Offer through a Realtor,The only thing you should do now is relax. You already are pre-qualified for your loan.
buyhouse,7. Discussing Counter-Offer with a Realtor,Have the owners come up with a counter-offer to my offer to buy their home yet?
buyhouse,7. Discussing Counter-Offer with a Realtor,The owners have counter-offered three hundred and thirty-five thousand dollars.
buyhouse,7. Discussing Counter-Offer with a Realtor,Should I accept their offer?
buyhouse,7. Discussing Counter-Offer with a Realtor,There are two ways to respond. You can either come back with another offer or go with their counter-offer.
buyhouse,7. Discussing Counter-Offer with a Realtor,"What if I make another offer, and they don't accept it?"
buyhouse,7. Discussing Counter-Offer with a Realtor,"No one else has made an offer, so you could make another offer if you want to do so."
buyhouse,7. Discussing Counter-Offer with a Realtor,I think that I would like to offer three hundred and thirty thousand dollars as a counter-offer.
buyhouse,7. Discussing Counter-Offer with a Realtor,"OK, I will present your counter-offer to the owners tonight."
buyhouse,7. Discussing Counter-Offer with a Realtor,How long before I find out what their decision is?
buyhouse,7. Discussing Counter-Offer with a Realtor,"By now, the owners probably have a pretty good idea of what they will accept. It will go quickly."
buyhouse,7. Discussing Counter-Offer with a Realtor,Your office called and said that the owners had made a counter-offer to my offer to purchase their house.
buyhouse,7. Discussing Counter-Offer with a Realtor,"To your offer of three hundred and twenty thousand dollars, the owners have counter-offered three hundred and thirty-five thousand dollars."
buyhouse,7. Discussing Counter-Offer with a Realtor,I think that maybe I should accept their offer.
buyhouse,7. Discussing Counter-Offer with a Realtor,"You, of course, have two ways of responding. You can say yes or come up with another offer."
buyhouse,7. Discussing Counter-Offer with a Realtor,"I want to make another offer, but I am afraid that they will decline and I will lose this house."
buyhouse,7. Discussing Counter-Offer with a Realtor,"There is always a chance that someone could outbid you, but you could try one more offer if you like."
buyhouse,7. Discussing Counter-Offer with a Realtor,I would now like to offer three hundred and thirty thousand dollars as a counter-offer.
buyhouse,7. Discussing Counter-Offer with a Realtor,"After the owners get home from work tonight, I will approach them with your offer."
buyhouse,7. Discussing Counter-Offer with a Realtor,Can you tell me how long it will take them to get back to me?
buyhouse,7. Discussing Counter-Offer with a Realtor,I don't think that it will take as long as the response to the first offer.
buyhouse,7. Discussing Counter-Offer with a Realtor,Have the owners answered back with a counter-offer for my offer to purchase the house?
buyhouse,7. Discussing Counter-Offer with a Realtor,"In response to your offer, the sellers have decided to counter-offer three hundred and thirty-five thousand dollars."
buyhouse,7. Discussing Counter-Offer with a Realtor,"That sounds pretty good to me, but I am not sure what to do."
buyhouse,7. Discussing Counter-Offer with a Realtor,You can accept this offer or decline it and come up with another offer.
buyhouse,7. Discussing Counter-Offer with a Realtor,"If I make another offer and they refuse, then what?"
buyhouse,7. Discussing Counter-Offer with a Realtor,"Personally, I would consider making one more offer, but it is up to you to decide what to do."
buyhouse,7. Discussing Counter-Offer with a Realtor,Let's try going with three hundred and thirty thousand dollars for a counter-offer.
buyhouse,7. Discussing Counter-Offer with a Realtor,I will contact the sellers with your current offer.
buyhouse,7. Discussing Counter-Offer with a Realtor,Do you think that this will move along fairly quickly?
buyhouse,7. Discussing Counter-Offer with a Realtor,Usually the response to the second offer moves along a bit more quickly than the first one.
buyhouse,8. Re-offering and Acceptance,Did you get a chance to speak with the sellers about my counter-offer?
buyhouse,8. Re-offering and Acceptance,"Yes, and I think I have good news for you."
buyhouse,8. Re-offering and Acceptance,Did they accept the counter-offer?
buyhouse,8. Re-offering and Acceptance,"Yes, they accepted your counter-offer, but they want you to pay for the home inspection."
buyhouse,8. Re-offering and Acceptance,How much will that cost?
buyhouse,8. Re-offering and Acceptance,It will cost you around five hundred to one thousand dollars for a home inspection.
buyhouse,8. Re-offering and Acceptance,Can I choose the home inspector?
buyhouse,8. Re-offering and Acceptance,"Yes, you are paying for it, so you get to choose. I would pick the best one."
buyhouse,8. Re-offering and Acceptance,"So, when are you going to inform the owners of my acceptance?"
buyhouse,8. Re-offering and Acceptance,I will call the owners right now. They will be happy to hear the good news.
buyhouse,8. Re-offering and Acceptance,I was anxious to find out what the sellers had to say about my counter-offer.
buyhouse,8. Re-offering and Acceptance,"I was able to contact them so, if you'll step into my office, we'll talk."
buyhouse,8. Re-offering and Acceptance,Did they go with the proposed counter-offer?
buyhouse,8. Re-offering and Acceptance,"They want you to pick up the cost of the home inspection, but they accepted your offer."
buyhouse,8. Re-offering and Acceptance,Is a home inspection very expensive?
buyhouse,8. Re-offering and Acceptance,It can cost between five hundred and one thousand dollars.
buyhouse,8. Re-offering and Acceptance,Do I get to choose who inspects the home?
buyhouse,8. Re-offering and Acceptance,"Yes, you get to choose. I would spend a little more to get a really thorough inspection."
buyhouse,8. Re-offering and Acceptance,Can you call the owners with my acceptance right away?
buyhouse,8. Re-offering and Acceptance,I am going to contact the sellers immediately. They were looking forward to your acceptance.
buyhouse,8. Re-offering and Acceptance,Were you able to contact the owners about my counter-offer?
buyhouse,8. Re-offering and Acceptance,"Yes, please have a seat, and we'll discuss this right now."
buyhouse,8. Re-offering and Acceptance,I hope that they accepted the counter-offer.
buyhouse,8. Re-offering and Acceptance,"The counter-offer was acceptable to them, but they want you to pay for the home inspection."
buyhouse,8. Re-offering and Acceptance,Will the home inspection cost me a lot?
buyhouse,8. Re-offering and Acceptance,It can cost as little as five hundred dollars and as much as one thousand dollars.
buyhouse,8. Re-offering and Acceptance,Is it my choice as to who inspects this house?
buyhouse,8. Re-offering and Acceptance,"Yes, it is your choice as you are paying for it. Make a wise investment and choose the best inspector you can find."
buyhouse,8. Re-offering and Acceptance,How long until you contact the sellers with my acceptance?
buyhouse,8. Re-offering and Acceptance,Let's call them right now. I am sure that they will be happy to hear that you have agreed to pay for the inspection.
buyhouse,9. Going to an Open House with a Friend,Let's pull over and look at that house over there.
buyhouse,9. Going to an Open House with a Friend,"Yes, that looks great! Is it on our Open House list?"
buyhouse,9. Going to an Open House with a Friend,"Yes, it is on our list."
buyhouse,9. Going to an Open House with a Friend,"Well, it looks great from the curb. Let's go on inside."
buyhouse,9. Going to an Open House with a Friend,Let's sign the registry. The realtor looks kind of busy right now.
buyhouse,9. Going to an Open House with a Friend,"OK, let's go check out the kitchen next."
buyhouse,9. Going to an Open House with a Friend,"look, they have some refreshments in here."
buyhouse,9. Going to an Open House with a Friend,Make sure that you pick up a flyer with the information about the home.
buyhouse,9. Going to an Open House with a Friend,Does it say how much they are asking for this house?
buyhouse,9. Going to an Open House with a Friend,"Yes, it seems to have been discounted from two hundred and thirty-five thousand to two hundred and twenty-five thousand."
buyhouse,9. Going to an Open House with a Friend,"I see an Open House sign over there, and I think we should go check it out."
buyhouse,9. Going to an Open House with a Friend,I think that looks like a very nice house. Is it on our Internet listing for Open Houses?
buyhouse,9. Going to an Open House with a Friend,"Yes, I see it listed on the printout we got off of the Internet."
buyhouse,9. Going to an Open House with a Friend,I love the beautiful lawn. What a great front entryway!
buyhouse,9. Going to an Open House with a Friend,We need to make sure to put our names in the registry so the realtor knows we were here.
buyhouse,9. Going to an Open House with a Friend,That works for me. We can check out the kitchen next.
buyhouse,9. Going to an Open House with a Friend,"On such a hot day, it is thoughtful to have water out for potential buyers."
buyhouse,9. Going to an Open House with a Friend,Check out the flyer with all of the home's information on it.
buyhouse,9. Going to an Open House with a Friend,What is the price of this house in the flyer?
